user_id,gender,purchase_frequent,redeem_frequent,total_frequent,purchase_amount,redeem_amount,final_balance
13708,0,0.025761,0.065574,0.091335,1703442,1643676,0
6875,0,0.000000,0.000000,0.000000,0,0,0
4869,0,0.007026,0.011710,0.018735,6117315,6022632,180336
104,0,0.000000,0.000000,0.000000,0,0,0
18715,1,0.002342,0.002342,0.004684,10181,9100,1100
23720,0,0.000000,0.000000,0.000000,0,0,0
21496,0,0.000000,0.000000,0.000000,0,0,0
25878,1,0.002342,0.004684,0.007026,10246,108839,1232
28184,0,0.000000,0.000000,0.000000,0,0,0
7824,0,0.000000,0.000000,0.000000,0,0,0
26167,1,0.037471,0.152225,0.189696,10304666,11128591,5626125
28073,0,0.000000,0.000000,0.000000,0,0,0
4380,1,0.002342,0.002342,0.004684,3353,1500,0
13141,1,0.000000,0.000000,0.000000,0,0,0
25932,0,0.004684,0.021077,0.025761,141728,120500,21507
21698,1,0.011710,0.021077,0.032787,634287,334379,119
26214,1,0.000000,0.000000,0.000000,0,0,0
10231,1,0.000000,0.002342,0.002342,0,9966,85
14279,1,0.000000,0.000000,0.000000,0,0,0
13755,1,0.000000,0.000000,0.000000,0,0,0
14495,1,0.000000,0.000000,0.000000,0,0,0
18413,1,0.004684,0.002342,0.007026,59748,60000,0
13595,1,0.000000,0.000000,0.000000,0,0,0
17505,1,0.002342,0.004684,0.007026,3036,19858,12814
4048,0,0.000000,0.000000,0.000000,0,0,0
28118,0,0.000000,0.004684,0.004684,0,202700,39350
20674,1,0.000000,0.000000,0.000000,0,0,0
27212,0,0.000000,0.000000,0.000000,0,0,0
23762,0,0.002342,0.000000,0.002342,989,0,989
24417,1,0.000000,0.002342,0.002342,0,163616,3344
99,1,0.002342,0.000000,0.002342,9837,0,0
8531,1,0.000000,0.000000,0.000000,0,0,0
13046,1,0.000000,0.002342,0.002342,0,200000,617
21695,0,0.011710,0.107728,0.119438,8089919,812536,7794603
7856,1,0.257611,0.037471,0.295082,5076988,4802748,496358
16206,1,0.000000,0.000000,0.000000,0,0,0
28100,0,0.000000,0.000000,0.000000,0,0,0
22749,1,0.000000,0.000000,0.000000,0,0,0
3214,1,0.000000,0.000000,0.000000,0,0,0
3869,1,0.000000,0.000000,0.000000,0,0,0
4909,0,0.000000,0.000000,0.000000,0,0,0
4074,1,0.000000,0.000000,0.000000,0,0,0
9105,0,0.002342,0.004684,0.007026,986,5804,1
18751,1,0.000000,0.000000,0.000000,0,0,0
332,0,0.000000,0.000000,0.000000,0,0,0
6006,1,0.002342,0.002342,0.004684,199172,199017,2487
27916,0,0.000000,0.000000,0.000000,0,0,0
12683,1,0.021077,0.039813,0.060890,2365869,2253802,566544
3532,1,0.002342,0.028103,0.030445,9849,19764,0
7056,0,0.000000,0.000000,0.000000,0,0,0
5618,1,0.000000,0.002342,0.002342,0,5948,0
942,0,0.000000,0.007026,0.007026,0,22998,169
18577,0,0.002342,0.000000,0.002342,760127,0,760464
21460,1,0.067916,0.056206,0.124122,31631039,39746805,139002
21950,1,0.000000,0.000000,0.000000,0,0,0
1903,0,0.000000,0.000000,0.000000,0,0,0
27683,1,0.000000,0.000000,0.000000,0,0,0
21470,0,0.000000,0.000000,0.000000,0,0,0
13185,0,0.000000,0.000000,0.000000,0,0,0
23263,1,0.014052,0.023419,0.037471,42847,92276,410
21208,1,0.000000,0.000000,0.000000,0,0,0
3716,1,0.002342,0.007026,0.009368,47814,311970,1591
9664,1,0.000000,0.000000,0.000000,0,0,0
4067,1,0.000000,0.000000,0.000000,0,0,0
14999,0,0.000000,0.000000,0.000000,0,0,0
1119,1,0.000000,0.000000,0.000000,0,0,0
27501,0,0.000000,0.000000,0.000000,0,0,0
2925,1,0.030445,0.009368,0.039813,37941725,10901627,49737785
6208,1,0.002342,0.011710,0.014052,200423,198190,4513
23777,0,0.081967,0.035129,0.117096,30603615,17934921,31673942
11984,0,0.000000,0.000000,0.000000,0,0,0
14335,1,0.002342,0.002342,0.004684,10163,7900,2272
16177,1,0.000000,0.000000,0.000000,0,0,0
25073,1,0.004684,0.016393,0.021077,149843,92940,75097
18932,1,0.002342,0.000000,0.002342,4926,0,3907
9737,0,0.000000,0.000000,0.000000,0,0,0
27469,1,0.000000,0.000000,0.000000,0,0,1018
14938,0,0.000000,0.000000,0.000000,0,0,0
4440,1,0.016393,0.009368,0.025761,1532724,458304,1080743
1383,1,0.000000,0.000000,0.000000,0,0,0
11869,1,0.004684,0.030445,0.035129,223361,217704,5889
4561,1,0.000000,0.000000,0.000000,0,0,0
5037,0,0.002342,0.000000,0.002342,1218,0,0
17872,1,0.007026,0.007026,0.014052,355251,119214,0
2955,1,0.002342,0.002342,0.004684,401,400,1
9879,0,0.039813,0.030445,0.070258,7273723,9576306,135487
15089,0,0.000000,0.000000,0.000000,0,0,0
17181,0,0.000000,0.000000,0.000000,0,0,0
27522,0,0.002342,0.000000,0.002342,101,0,101
21666,1,0.000000,0.002342,0.002342,0,20101,231
5910,1,0.000000,0.000000,0.000000,0,0,0
9022,0,0.018735,0.051522,0.070258,19826984,20947882,10113725
11707,1,0.000000,0.000000,0.000000,0,0,0
13086,1,0.014052,0.037471,0.051522,196530,162485,0
15708,1,0.004684,0.000000,0.004684,415596,0,415648
9734,1,0.000000,0.000000,0.000000,0,0,0
27923,0,0.004684,0.058548,0.063232,25156,140697,0
16222,1,0.002342,0.004684,0.007026,10175,7380,2935
12096,0,0.000000,0.000000,0.000000,0,0,0
3503,1,0.000000,0.002342,0.002342,0,4962,75
4662,0,0.002342,0.009368,0.011710,98804,71660,2630
7418,0,0.002342,0.000000,0.002342,100,0,0
8823,1,0.002342,0.035129,0.037471,119603,119530,1137
19165,0,0.000000,0.000000,0.000000,0,0,0
10402,0,0.021077,0.250585,0.271663,500725,1511625,179251
11167,0,0.000000,0.000000,0.000000,0,0,0
25731,1,0.000000,0.000000,0.000000,0,0,0
19763,1,0.004684,0.004684,0.009368,60912,60477,435
10355,0,0.002342,0.000000,0.002342,305,0,305
1773,1,0.002342,0.002342,0.004684,4985,4570,0
23364,1,0.000000,0.000000,0.000000,0,0,0
5810,1,0.000000,0.000000,0.000000,0,0,0
21282,0,0.021077,0.149883,0.170960,838962,2235095,55980
5413,0,0.009368,0.007026,0.016393,1071051,1104298,81
19313,0,0.007026,0.018735,0.025761,1143608,1905244,3073958
7808,1,0.000000,0.000000,0.000000,0,0,0
1437,0,0.000000,0.007026,0.007026,0,49167,0
21558,0,0.000000,0.000000,0.000000,0,0,0
24987,1,0.000000,0.000000,0.000000,0,0,0
3396,0,0.016393,0.060890,0.077283,2656625,2801636,48669
9582,0,0.000000,0.000000,0.000000,0,0,0
2433,1,0.028103,0.049180,0.077283,22009423,26251020,209527
547,1,0.000000,0.000000,0.000000,0,0,0
234,0,0.000000,0.000000,0.000000,0,0,0
23710,0,0.000000,0.000000,0.000000,0,0,0
3781,1,0.000000,0.000000,0.000000,0,0,0
2573,0,0.011710,0.030445,0.042155,3117668,3154754,26519
8947,1,0.000000,0.000000,0.000000,0,0,0
7795,0,0.028103,0.067916,0.096019,3897439,6710457,825846
13994,0,0.007026,0.009368,0.016393,64000,64420,0
10392,0,0.000000,0.000000,0.000000,0,0,0
2317,1,0.009368,0.016393,0.025761,6981590,7137956,0
10563,0,0.009368,0.000000,0.009368,4717673,0,4850552
9754,1,0.000000,0.007026,0.007026,0,1194727,853
11547,0,0.000000,0.000000,0.000000,0,0,0
20762,0,0.000000,0.000000,0.000000,0,0,0
19727,0,0.018735,0.004684,0.023419,1999397,2028921,0
21365,0,0.000000,0.000000,0.000000,0,0,0
25206,0,0.000000,0.000000,0.000000,0,0,0
15654,0,0.007026,0.018735,0.025761,260941,125128,141221
24385,1,0.000000,0.000000,0.000000,0,0,0
7549,0,0.023419,0.014052,0.037471,17626221,18329292,60253
17947,0,0.007026,0.030445,0.037471,1545751,1366360,856444
15240,0,0.002342,0.000000,0.002342,99,0,0
27357,0,0.002342,0.000000,0.002342,798,0,798
681,0,0.000000,0.000000,0.000000,0,0,0
14892,0,0.032787,0.025761,0.058548,21815986,20733542,3343112
12537,1,0.000000,0.000000,0.000000,0,0,0
23546,0,0.000000,0.000000,0.000000,0,0,0
21174,0,0.000000,0.000000,0.000000,0,0,0
23525,0,0.000000,0.000000,0.000000,0,0,0
8008,1,0.000000,0.000000,0.000000,0,0,0
14165,0,0.000000,0.000000,0.000000,0,0,0
18417,0,0.000000,0.000000,0.000000,0,0,0
5832,0,0.002342,0.088993,0.091335,2985378,3492819,33308
5868,0,0.000000,0.000000,0.000000,0,0,0
14912,0,0.065574,0.056206,0.121780,32931179,38849588,296244
19570,1,0.000000,0.000000,0.000000,0,0,0
24364,1,0.000000,0.000000,0.000000,0,0,0
16406,0,0.009368,0.030445,0.039813,128715,639349,2568
24725,1,0.000000,0.000000,0.000000,0,0,0
6432,0,0.000000,0.000000,0.000000,0,0,0
8521,0,0.014052,0.060890,0.074941,1181704,1976880,183889
3771,0,0.023419,0.028103,0.051522,4529191,703235,3934018
21061,1,0.000000,0.000000,0.000000,0,0,0
4231,0,0.000000,0.000000,0.000000,0,0,0
8130,1,0.000000,0.000000,0.000000,0,0,0
15341,0,0.000000,0.000000,0.000000,0,0,0
911,0,0.000000,0.000000,0.000000,0,0,0
20155,0,0.018735,0.023419,0.042155,7889343,4989868,328840
12137,1,0.009368,0.004684,0.014052,6898028,4904480,51157
25788,0,0.002342,0.007026,0.009368,30234,30016,231
11109,1,0.025761,0.121780,0.147541,520306,391751,81902
11464,1,0.000000,0.002342,0.002342,0,50000,611
7138,0,0.004684,0.002342,0.007026,1018931,9782,0
8856,1,0.025761,0.274005,0.299766,1661882,8643454,525064
25469,0,0.114754,0.110070,0.224824,2769186,5626117,122475
15386,1,0.002342,0.000000,0.002342,100,0,100
2051,1,0.000000,0.004684,0.004684,0,10000,245
181,0,0.000000,0.000000,0.000000,0,0,0
784,1,0.002342,0.000000,0.002342,992,0,992
22669,1,0.004684,0.007026,0.011710,10385,32441,334
15243,1,0.007026,0.004684,0.011710,1001949,997837,8248
11415,0,0.000000,0.000000,0.000000,0,0,0
20420,0,0.009368,0.014052,0.023419,740051,735146,4953
27787,0,0.000000,0.000000,0.000000,0,0,0
9361,1,0.009368,0.007026,0.016393,507730,226673,287141
13132,1,0.016393,0.002342,0.018735,8453186,1000,10064498
18489,0,0.002342,0.004684,0.007026,10102,24343,452
3363,0,0.000000,0.000000,0.000000,0,0,0
17697,1,0.000000,0.000000,0.000000,0,0,0
2348,1,0.065574,0.149883,0.215457,8462192,4068730,6171473
3626,0,0.000000,0.000000,0.000000,0,0,0
4384,0,0.000000,0.000000,0.000000,0,0,0
27101,0,0.002342,0.004684,0.007026,49,95,2713
20344,1,0.000000,0.000000,0.000000,0,0,0
28280,1,0.004684,0.004684,0.009368,4945,4949,12
16410,1,0.002342,0.002342,0.004684,1405,1013,392
5036,1,0.000000,0.000000,0.000000,0,0,0
19475,0,0.000000,0.000000,0.000000,0,0,0
6909,1,0.014052,0.067916,0.081967,2116881,1971921,602234
9344,1,0.000000,0.000000,0.000000,0,0,0
12010,1,0.011710,0.011710,0.023419,1164600,495789,0
22815,1,0.002342,0.000000,0.002342,10178,0,10256
22003,1,0.011710,0.007026,0.018735,80031,50759,327
26680,0,0.000000,0.000000,0.000000,0,0,0
27251,1,0.000000,0.000000,0.000000,0,0,0
25497,1,0.000000,0.000000,0.000000,0,0,0
18432,0,0.000000,0.000000,0.000000,0,0,0
9834,1,0.004684,0.000000,0.004684,27198,0,27645
1678,1,0.000000,0.004684,0.004684,0,4944,65
20721,1,0.016393,0.032787,0.049180,15118616,15855637,74796
13663,1,0.007026,0.002342,0.009368,6263600,512066,43130
3455,0,0.014052,0.014052,0.028103,940558,706714,336448
6558,0,0.023419,0.128806,0.152225,82266507,94508528,1623407
15736,1,0.014052,0.021077,0.035129,5322956,3303152,47097
13215,0,0.002342,0.002342,0.004684,98220,98179,131
334,0,0.004684,0.000000,0.004684,29865,0,29955
19359,0,0.004684,0.016393,0.021077,586218,344510,255645
10618,0,0.037471,0.039813,0.077283,15598430,10982578,5469118
4759,1,0.002342,0.009368,0.011710,404910,134300,1067679
16621,1,0.000000,0.000000,0.000000,0,0,0
1936,1,0.021077,0.009368,0.030445,13898519,11696088,191655
20380,1,0.000000,0.000000,0.000000,0,0,0
24180,0,0.002342,0.004684,0.007026,211212,210109,1437
22888,1,0.000000,0.000000,0.000000,0,0,0
24280,1,0.000000,0.002342,0.002342,0,14915,9638
15252,0,0.000000,0.002342,0.002342,0,1865,19
18588,0,0.009368,0.016393,0.025761,1149617,213823,660588
19402,1,0.000000,0.000000,0.000000,0,0,0
25918,1,0.002342,0.007026,0.009368,40675,2211298,57594
22748,1,0.039813,0.156909,0.196721,1673476,3885508,33089
13104,1,0.016393,0.060890,0.077283,5501819,7332523,183797
16877,0,0.018735,0.046838,0.065574,2315924,2669413,502312
4802,1,0.000000,0.000000,0.000000,0,0,0
27488,1,0.018735,0.039813,0.058548,136973,244065,3609808
4330,1,0.002342,0.011710,0.014052,5085584,5032517,87629
24053,1,0.000000,0.000000,0.000000,0,0,0
22896,1,0.000000,0.000000,0.000000,0,0,0
21015,1,0.000000,0.002342,0.002342,0,4000,0
10998,0,0.000000,0.002342,0.002342,0,2045,2870
5306,1,0.030445,0.042155,0.072600,1795069,2767570,1033103
16738,0,0.004684,0.035129,0.039813,99261,509437,29591
5478,0,0.000000,0.000000,0.000000,0,0,0
17763,1,0.011710,0.053864,0.065574,641343,736975,6329
3120,1,0.000000,0.000000,0.000000,0,0,0
4347,0,0.002342,0.014052,0.016393,50297,50236,284
27401,0,0.007026,0.016393,0.023419,49446,36080,18972
10897,1,0.000000,0.000000,0.000000,0,0,0
16811,0,0.000000,0.000000,0.000000,0,0,0
22398,0,0.000000,0.002342,0.002342,0,9800,239
13951,1,0.007026,0.009368,0.016393,12041112,16166138,0
11779,0,0.000000,0.000000,0.000000,0,0,0
23207,1,0.002342,0.002342,0.004684,49624,50905,0
24443,1,0.016393,0.004684,0.021077,265240,201317,0
19143,0,0.004684,0.007026,0.011710,8069,12623,530
20942,1,0.002342,0.002342,0.004684,10042,10010,43
1782,1,0.032787,0.067916,0.100703,3668864,960333,3972531
22825,0,0.000000,0.000000,0.000000,0,0,0
16196,1,0.000000,0.000000,0.000000,0,0,0
23065,0,0.000000,0.000000,0.000000,0,0,0
4218,0,0.000000,0.000000,0.000000,0,0,0
2735,1,0.002342,0.000000,0.002342,101921,0,105355
9152,0,0.000000,0.000000,0.000000,0,0,0
10614,1,0.002342,0.000000,0.002342,50626,0,50721
6486,0,0.000000,0.002342,0.002342,0,8000,1971
868,0,0.000000,0.000000,0.000000,0,0,0
19050,0,0.000000,0.000000,0.000000,0,0,0
16447,1,0.000000,0.000000,0.000000,0,0,0
16234,1,0.000000,0.000000,0.000000,0,0,0
6361,0,0.000000,0.004684,0.004684,0,39670,0
4987,1,0.037471,0.067916,0.105386,32964881,40672807,1537051
15655,0,0.007026,0.025761,0.032787,118448,100035,2218
19008,1,0.000000,0.000000,0.000000,0,0,0
3162,0,0.000000,0.000000,0.000000,0,0,0
2366,1,0.016393,0.126464,0.142857,8464994,7509585,1083540
18854,0,0.000000,0.000000,0.000000,0,0,0
7566,0,0.002342,0.000000,0.002342,503,0,503
18021,0,0.030445,0.030445,0.060890,7475333,4163056,3725945
27295,0,0.000000,0.000000,0.000000,0,0,0
7658,0,0.000000,0.000000,0.000000,0,0,0
4918,1,0.044496,0.110070,0.154567,6919998,6226503,3420854
15099,1,0.000000,0.000000,0.000000,0,0,0
26675,1,0.018735,0.053864,0.072600,3020267,2639959,628453
133,1,0.000000,0.000000,0.000000,0,0,0
14318,0,0.032787,0.014052,0.046838,38001211,6058494,0
23619,0,0.000000,0.000000,0.000000,0,0,0
6700,1,0.004684,0.009368,0.014052,2511985,132885,0
14710,1,0.060890,0.077283,0.138173,4101952,4387999,3036315
14006,0,0.000000,0.002342,0.002342,0,26000,124
23133,1,0.016393,0.014052,0.030445,6703309,8399985,5949
28268,0,0.000000,0.000000,0.000000,0,0,0
17495,1,0.018735,0.000000,0.018735,8551631,0,5580120
17169,0,0.002342,0.000000,0.002342,601268,0,606487
27483,1,0.002342,0.018735,0.021077,101436,130720,2705
14764,1,0.000000,0.000000,0.000000,0,0,0
22923,1,0.000000,0.000000,0.000000,0,0,0
22774,0,0.000000,0.004684,0.004684,0,13800,1189
22207,0,0.002342,0.021077,0.023419,152520,555315,0
13158,1,0.035129,0.067916,0.103044,83820,108847,1228
16814,1,0.000000,0.000000,0.000000,0,0,0
15078,0,0.032787,0.044496,0.077283,10076863,5674471,9022668
23894,1,0.000000,0.000000,0.000000,0,0,0
11118,1,0.016393,0.074941,0.091335,2729895,2930267,57368
18336,1,0.002342,0.000000,0.002342,1000,0,0
17037,1,0.000000,0.032787,0.032787,0,100808,2592
18919,0,0.014052,0.014052,0.028103,2952451,2182978,910908
2600,0,0.000000,0.000000,0.000000,0,0,0
6543,1,0.007026,0.002342,0.009368,123111,4800,120211
18019,1,0.009368,0.016393,0.025761,450331,1055642,49873
18347,0,0.000000,0.000000,0.000000,0,0,0
6955,1,0.009368,0.084309,0.093677,13219709,27570710,165313
11348,1,0.030445,0.051522,0.081967,1675198,3287248,31848
24002,1,0.000000,0.000000,0.000000,0,0,0
19066,1,0.000000,0.000000,0.000000,0,0,0
20527,1,0.007026,0.002342,0.009368,71425,60285,11412
811,0,0.000000,0.000000,0.000000,0,0,0
12998,0,0.004684,0.000000,0.004684,199784,0,200474
26245,1,0.000000,0.000000,0.000000,0,0,0
17321,1,0.000000,0.000000,0.000000,0,0,0
18648,0,0.000000,0.000000,0.000000,0,0,0
21775,0,0.000000,0.000000,0.000000,0,0,0
24472,0,0.007026,0.000000,0.007026,991724,0,996487
23899,1,0.000000,0.000000,0.000000,0,0,0
2966,0,0.000000,0.000000,0.000000,0,0,0
18892,1,0.000000,0.000000,0.000000,0,0,0
20165,1,0.000000,0.000000,0.000000,0,0,0
21602,1,0.000000,0.000000,0.000000,0,0,0
24878,1,0.004684,0.035129,0.039813,57193,251857,4779
4560,1,0.000000,0.000000,0.000000,0,0,0
9276,0,0.000000,0.000000,0.000000,0,0,0
5901,0,0.002342,0.000000,0.002342,50259,0,176
23722,0,0.000000,0.000000,0.000000,0,0,0
637,1,0.000000,0.000000,0.000000,0,0,0
21760,0,0.007026,0.025761,0.032787,9169665,9255481,0
23120,0,0.000000,0.000000,0.000000,0,0,0
19901,1,0.000000,0.000000,0.000000,0,0,0
21081,0,0.049180,0.159251,0.208431,1995140,2905408,100215
24893,1,0.000000,0.000000,0.000000,0,0,0
22973,1,0.000000,0.000000,0.000000,0,0,0
8998,1,0.000000,0.000000,0.000000,0,0,0
22099,0,0.002342,0.002342,0.004684,10192,10130,0
23206,1,0.000000,0.000000,0.000000,0,0,0
21286,1,0.000000,0.000000,0.000000,0,0,0
4891,1,0.014052,0.021077,0.035129,4737591,4321555,190936
9921,0,0.018735,0.030445,0.049180,6083581,4633886,3522488
27735,1,0.007026,0.067916,0.074941,31118,17387,9314
6223,1,0.000000,0.000000,0.000000,0,0,0
1088,1,0.030445,0.065574,0.096019,1730094,2708091,644993
18845,1,0.000000,0.000000,0.000000,0,0,0
25809,0,0.000000,0.000000,0.000000,0,0,0
3867,0,0.002342,0.002342,0.004684,29295,108,0
6254,1,0.000000,0.004684,0.004684,0,10994,0
12312,0,0.000000,0.009368,0.009368,0,70654,0
12827,1,0.028103,0.159251,0.187354,3464307,3268628,2380759
21681,0,0.000000,0.011710,0.011710,0,42181,6574
3428,0,0.000000,0.000000,0.000000,0,0,0
6141,1,0.011710,0.007026,0.018735,106641,172105,0
13053,1,0.002342,0.004684,0.007026,2830,20800,52
7572,0,0.002342,0.014052,0.016393,4903,33094,2561
8908,0,0.002342,0.002342,0.004684,101840,100140,1854
2001,0,0.000000,0.000000,0.000000,0,0,0
22537,0,0.002342,0.000000,0.002342,3081,0,6
2688,0,0.000000,0.000000,0.000000,0,0,0
9889,1,0.000000,0.000000,0.000000,0,0,0
9935,0,0.000000,0.000000,0.000000,0,0,979
10018,0,0.009368,0.105386,0.114754,25673235,8553471,11595571
2302,0,0.025761,0.014052,0.039813,114713,222082,0
14789,1,0.002342,0.002342,0.004684,9956,9856,104
23911,1,0.002342,0.025761,0.028103,101692,525262,32715
9241,1,0.009368,0.032787,0.042155,2576232,8036505,227046
3665,0,0.009368,0.007026,0.016393,1045287,39826,1026437
7349,0,0.011710,0.028103,0.039813,10548543,10531858,119975
15075,1,0.009368,0.011710,0.021077,7967343,3278359,0
22082,1,0.004684,0.002342,0.007026,1263116,15791,1798814
23811,1,0.000000,0.000000,0.000000,0,0,0
10146,1,0.000000,0.000000,0.000000,0,0,0
22050,1,0.028103,0.035129,0.063232,28794903,22846007,13627060
24295,0,0.000000,0.000000,0.000000,0,0,0
5509,1,0.060890,0.119438,0.180328,4302144,4407218,206062
2369,0,0.000000,0.000000,0.000000,0,0,0
13140,1,0.000000,0.000000,0.000000,0,0,0
16270,1,0.000000,0.000000,0.000000,0,0,0
4964,1,0.011710,0.032787,0.044496,78243,80167,3955
25340,0,0.004684,0.000000,0.004684,610514,0,612408
19006,1,0.025761,0.000000,0.025761,7639316,0,7789672
6626,1,0.000000,0.000000,0.000000,0,0,0
21564,1,0.000000,0.000000,0.000000,0,0,0
9451,1,0.042155,0.103044,0.145199,5957300,7936327,62325
15637,1,0.000000,0.000000,0.000000,0,0,0
19725,1,0.302108,0.011710,0.313817,1460129,610198,206303
27467,0,0.000000,0.000000,0.000000,0,0,0
7167,0,0.000000,0.000000,0.000000,0,0,0
19622,1,0.002342,0.000000,0.002342,980,0,0
5806,1,0.000000,0.000000,0.000000,0,0,0
7347,0,0.000000,0.000000,0.000000,0,0,0
19915,1,0.000000,0.000000,0.000000,0,0,0
21922,1,0.000000,0.000000,0.000000,0,0,0
25266,0,0.016393,0.053864,0.070258,608563,791831,6329
7188,0,0.000000,0.000000,0.000000,0,0,0
1868,0,0.002342,0.004684,0.007026,4984734,141129,5096799
20590,0,0.000000,0.000000,0.000000,0,0,0
21593,1,0.011710,0.056206,0.067916,235078,1184378,1308
8432,0,0.000000,0.000000,0.000000,0,0,0
18620,0,0.002342,0.002342,0.004684,102154,99634,2559
25934,0,0.011710,0.161593,0.173302,91790402,95854313,281597
4965,1,0.002342,0.032787,0.035129,300450,1734761,78216
27931,1,0.011710,0.016393,0.028103,3209810,3168178,19062
12769,0,0.009368,0.000000,0.009368,458606,0,561207
13839,1,0.000000,0.000000,0.000000,0,0,0
18719,1,0.000000,0.000000,0.000000,0,0,0
25392,1,0.000000,0.000000,0.000000,0,0,0
7599,0,0.004684,0.002342,0.007026,109401,98542,10886
3722,0,0.016393,0.042155,0.058548,1045657,298216,754684
27657,0,0.000000,0.000000,0.000000,0,0,0
6765,0,0.000000,0.000000,0.000000,0,0,0
1408,0,0.063232,0.236534,0.299766,9323900,20379682,132759
7913,0,0.000000,0.000000,0.000000,0,0,0
15965,0,0.044496,0.103044,0.147541,3685824,4192613,46963
24703,0,0.004684,0.018735,0.023419,144955,138235,7558
19037,1,0.000000,0.000000,0.000000,0,0,0
732,1,0.070258,0.231850,0.302108,16819685,26520688,3482859
25580,0,0.000000,0.000000,0.000000,0,0,0
3085,0,0.002342,0.000000,0.002342,4762061,0,4766291
22499,1,0.000000,0.007026,0.007026,0,49861,1128
4685,0,0.000000,0.000000,0.000000,0,0,0
13302,0,0.002342,0.000000,0.002342,4054,0,4054
22320,1,0.000000,0.000000,0.000000,0,0,0
17290,0,0.002342,0.002342,0.004684,199263,198486,831
25504,0,0.002342,0.081967,0.084309,153161,394509,7752
4468,0,0.044496,0.079625,0.124122,4102901,3201401,2258019
7731,0,0.032787,0.004684,0.037471,9534626,6886299,3341066
15025,0,0.016393,0.035129,0.051522,1836166,589854,2030247
4636,1,0.004684,0.004684,0.009368,1110,1042,71
19022,1,0.002342,0.007026,0.009368,33506361,33942437,600149
26457,0,0.009368,0.018735,0.028103,6471961,7504027,0
2037,0,0.000000,0.000000,0.000000,0,0,0
3078,0,0.016393,0.084309,0.100703,1995441,779173,2574981
12308,0,0.000000,0.002342,0.002342,0,253815,2608
10180,1,0.004684,0.004684,0.009368,3722004,3456572,0
3885,1,0.000000,0.000000,0.000000,0,0,0
5215,1,0.002342,0.004684,0.007026,9887,9990,0
17652,1,0.000000,0.000000,0.000000,0,0,0
2082,0,0.021077,0.119438,0.140515,1708845,2730976,18750
322,0,0.000000,0.000000,0.000000,0,0,0
14645,0,0.377049,0.011710,0.388759,1028442,485929,669309
1908,0,0.000000,0.000000,0.000000,0,0,0
22713,0,0.044496,0.152225,0.196721,8561600,12111818,1490758
21383,0,0.000000,0.000000,0.000000,0,0,0
5854,1,0.000000,0.000000,0.000000,0,0,0
7018,1,0.011710,0.030445,0.042155,1117984,1555350,397639
1478,0,0.000000,0.000000,0.000000,0,0,0
17182,1,0.000000,0.000000,0.000000,0,0,0
1644,1,0.011710,0.030445,0.042155,60234,82836,8008
23830,0,0.000000,0.000000,0.000000,0,0,0
14617,0,0.002342,0.000000,0.002342,1000,0,0
21489,0,0.004684,0.021077,0.025761,78732,118870,10616
11463,1,0.002342,0.014052,0.016393,1395,304164,0
21938,1,0.000000,0.000000,0.000000,0,0,0
10414,0,0.000000,0.000000,0.000000,0,0,0
11909,1,0.000000,0.002342,0.002342,0,10073,0
13784,0,0.002342,0.000000,0.002342,49799,0,0
26332,1,0.000000,0.000000,0.000000,0,0,0
3663,0,0.023419,0.032787,0.056206,3522883,2605191,916440
13543,0,0.093677,0.025761,0.119438,15229746,14052929,2340068
14266,0,0.000000,0.000000,0.000000,0,0,0
18616,0,0.000000,0.000000,0.000000,0,0,0
24262,0,0.004684,0.014052,0.018735,58100,68488,3
17833,1,0.002342,0.004684,0.007026,50621,50000,630
17012,1,0.000000,0.000000,0.000000,0,0,0
25053,0,0.000000,0.000000,0.000000,0,0,0
27120,0,0.035129,0.044496,0.079625,14325181,5031952,10994869
3492,1,0.030445,0.091335,0.121780,2832869,1825878,1482432
12142,1,0.009368,0.009368,0.018735,6025125,1003660,5197452
1953,0,0.084309,0.096019,0.180328,6050278,6817166,654140
15304,1,0.035129,0.007026,0.042155,8496315,8875954,91226
20668,1,0.000000,0.000000,0.000000,0,0,0
11259,1,0.014052,0.039813,0.053864,118580,149900,16984
21406,0,0.000000,0.007026,0.007026,0,20884,8
5566,1,0.004684,0.009368,0.014052,199189,302896,95527
14265,0,0.000000,0.000000,0.000000,0,0,0
23864,1,0.044496,0.053864,0.098361,12540090,4550085,15364640
890,0,0.000000,0.000000,0.000000,0,0,0
17102,0,0.000000,0.002342,0.002342,0,7400,1457
9550,0,0.000000,0.000000,0.000000,0,0,0
4232,1,0.000000,0.000000,0.000000,0,0,0
4503,1,0.018735,0.028103,0.046838,6066760,6144788,264327
22717,0,0.007026,0.014052,0.021077,104018,41972,88290
7973,0,0.000000,0.000000,0.000000,0,0,0
11914,1,0.002342,0.007026,0.009368,10081,9000,487
2138,0,0.000000,0.000000,0.000000,0,0,0
3518,0,0.000000,0.000000,0.000000,0,0,0
10144,1,0.014052,0.009368,0.023419,1215995,2989062,571683
1802,1,0.009368,0.000000,0.009368,2508694,0,2538975
23494,1,0.000000,0.000000,0.000000,0,0,0
4858,1,0.000000,0.000000,0.000000,0,0,0
12868,1,0.002342,0.000000,0.002342,893,0,893
6004,1,0.000000,0.002342,0.002342,0,5871,155
21983,0,0.000000,0.000000,0.000000,0,0,0
9393,1,0.000000,0.000000,0.000000,0,0,0
6172,1,0.002342,0.014052,0.016393,1002736,1037611,0
12625,1,0.000000,0.007026,0.007026,0,70775,29891
